id,attribute_ids
1134d79493e42a93,13
11378b29222f87b0,25
1138a7ecc2eb9718,13
113937077e3c122,13
11395696d851e25f,13
113c239f09bfa27f,51
113c5cb9f543ee9a,25
11403a49febce3e5,51
11441c4a345ac82d,51
1147b86f64c41408,35
1147d6155099b7f8,58
1148bd0d9fbcadaa,29
1149171a1f16e056,13
114a47c94bb27f92,51
114ea12190443b08,13
115361c72ffca757,13
1153e7edce47b7cc,13
1156363da91051a6,13
115836bfcaa5ff14,25
115a24d07e53976,41
115c783cb61fe6ea,13
116171579b29c723,13
1163a87fe1b2730a,13
116914b8ccca23ba,51
116950eb14e617ef,51
11697a6044e5648e,70
116f87c9b2f6da7d,13
11738dd7612aac21,51
1173ef23f9469144,13
11741a94857f987e,13
1176daccece09b49,13
11832a3d4429b603,29
1183634a60eba78c,13
11847e1da395c42e,51
11849d839d6daa26,60
1185ce199419ff00,51
118647bb47352602,65
11883b5a6c2506c9,1
11884e2be9dd8d1c,35
1192d7b90ffb8d53,51
11951fe0ce1da11b,13
11990bd9e816160e,24
119a7ba79144856e,51
119ce1698c2428ff,13
119dbee2795ed2c7,51
11a175af0a59c1a6,13
11a446f897b5b46,51
11a4532c81714795,13
11a6e5103e3b116e,14
11a836db2f9bd0c5,13
11a993ecec737946,1
11aa7c34bf5ebccb,13
11ab6021b4316ea1,70
11aca7498b4b0e88,51
11af7699929415c5,13
11b9b253b15aac63,51
11bb24eb45cfe7a4,1
11c432a967ccd29a,23
11c7143510270a1f,43
11c7d86de428f4d9,1
11c969c24f771672,13
11cc9b64741422cd,23
11d071ea4fba2727,42
11d269a549fd3c6f,13
11d373d75ad002b7,13
11d87fa980835416,33
11da01408de610d6,13
11dac0a7f79dd39e,51
11dc972e8d3fc39d,51
11df7e8bdaddb68,13
11e111d2fa5bb659,51
11e39fa2beda9f40,13
11e671be73eea67d,25
11e887f04725a8e5,13
11e8f0f49af21c9c,70
11eafea375958433,13
11eb0239160e9798,29
11ebaed44de29857,13
11ed6cd579ecaea8,51
11ee63358c3e187f,13
11f0b1b26747a245,51
11f0d7396f4c7386,13
11f8e7e46efcbbb3,61
11fb59156bf24da8,51
11fbd3505f732d04,13
11ff6eec6e54f81f,51
12074c9aa2d905b9,2
1207d754bd632aac,70
1208015133628325,29
1208b3aa536af605,70
12094335f87a1ec5,51
1209fbce7aa42bb1,70
120b405fdffe423d,51
120b818a869071b3,13
120c4c2fd8cf6ef9,51
120c76942d2ffa34,13
12129ca229ecf4d2,13
121340f8d25eda07,51
1214ad77ea9c2743,26
121b964d05cf2bf0,25
121d7d3ed224cd35,51
122139809e77a01,51
1221afa48991e606,51
12265be4a51ba3cb,14
12276f0d3b8e3ecd,13
1230a735176e76c4,13
12313f2b6a2da3d4,51
12319c821d63e1cb,13
12328dfcff88fef3,51
1235646e7b3d9808,70
1238b32add1a0047,51
123996fc4d2c8662,13
1239db2767d29201,51
123b298f25631bcf,51
123d4c490d4cbf63,51
123eb092e72985a9,13
124702139d603ec5,32
1250d9fcf703aaa9,51
12566edad7015d9b,13
125bb46c10b5852d,51
125ce79a74c1b1af,13
125f514457acc0ea,13
12611106a15d7231,51
126701c447371fb8,51
1267082d62fbe1b,51
126be96592f92bfc,13
126cc171abf136a2,51
1270f4cf86912888,58
1272128ef1a6c42b,13
12754e0ded7125cd,13
127570066878ea3d,51
12757a787ac947ac,45
1276ea439db772ab,13
1279cb6e81ab063c,13
127a1b7ef9b87582,70
127a208d74a1dad0,13
127b966889c5e31b,13
127d34402cb91d14,23
12802e3ac2f323fa,13
128112f00fbe829b,13
12815dba5ce422fa,14
1283d21837abf14c,13
1286c6413e1f7d3f,51
128f0a657f0cc015,13
128f0ebdcc93f4e5,51
1295ce178d24e5ff,45
12969885908b167b,58
1298d8c6c568683a,51
129b424e76248331,33
129bb9c549645364,13
129f30943da46229,61
129fc7d4a6bb0d95,51
12a248cabb71d4f5,13
12a26e43e704994b,13
12a406b9d6160755,25
12a69b8493479bf6,13
12a795a4b7ce764b,13
12b0975b07b91fa6,13
12b19ae13ea2e4e6,51
12b1dd3479810570,13
12b33d0c68d19300,2
12b4fb09d9e21f7,13
12bc30c9ad888cc4,51
12c0e3618adfc6d1,35
12c13e4d72a14ea9,70
12c3f7851c903e75,51
12c4acc4efa05d9a,13
12cce1bd29d53500,13
12cefdc0070953ab,13
12cff9b682d7d91a,51
12d11eb89306d8d8,13
12d376c00e700390,13
12d44603782c13d9,13
12d9e975d2f9ff30,51
12e204772af817d9,29
12e837945123e8b7,58
12e84832110ebf69,13
12e8a858ccefb86c,45
12ea275bd80ddfd8,51
12eaedc21276fb96,13
12edcd9c1c1008f3,13
12ee0278d785edcd,13
12f1c4115aa2a70,51
12fabde955eab9e5,13
1302de9de970dea6,13
1303e4cfd717abb0,13
1304b4afc59cb8e8,13
1304f70ac72faab1,70
130560af9a2ee48d,51
130634e10f4d3a33,51
1306a7270aaf30a0,13
1308cfbb2d2ab6db,58
130d1b816e9e49d7,13
131785a291b3b988,51
131c1d775757a3a2,51
131d6dc841e85e68,13
131ef384c1670f9,51
131ef4232ed70b9,33
131f247ef4481b5f,13
131ff43e5b419a6d,61
1321a1ad7468afd1,41
1326f79895ec02e1,51
132d0c0da30daec8,70
132d2481b51df09d,51
132f1ce85b96b27b,26
133041b41523ff9c,13
13323f0a30e7c8fc,13
133349b6a4ca41cc,51
1336613c79952058,65
133adcab12819546,51
133af77ed44fc432,51
133c8cfb76b29dce,15
133d9d6894b92124,33
134280b04598dc67,51
1344fadfa1f64930,13
13463cfd01364bc4,14
1347170fdce46796,51
1348f2c9ddc170b7,13
134b518e6af70521,51
134f99b6ee5cac15,51
135303ccd2d59ab6,13
135719843ed6c201,51
13578de1669eb00c,51
135c5032eaf304a6,51
135c951fcd53dac1,18
135cbede40a48f9c,13
135d9f2c23095745,13
135f1a4dd454961b,70
13627ef328dbc3c,13
1366404ce3a4244e,13
136b805a42f30ecc,51
136c079b27c71784,29
136e0c7668090804,51
1373fab62810d51c,13
13746e9da2bd9652,51
1375f911f28ced7b,13
1378e8c2a500a114,25
137ac9c13167b2ab,51
137ecd5501137bfa,51
137ee0a0168485f7,25
13854a400ee53234,45
1388b8c0f2a3149d,14
13898129fc342b0b,13
138aa57a679010ce,51
138b1d0ebbbd8830,61
138b6ef11345718e,13
138bdc57a502bcf6,13
138d0748bb4fe133,51
138d38d4ab06697d,33
138dc75666432bb,51
138fc20076d01896,18
13929ca9d2f31398,13
139906999383be00,13
1399c1a8c20c40b2,13
139c0fecfebe53c0,14
139d46abb26c8020,13
139e2315aafbad9f,51
139e565aa786cbe6,45
13a0dc44013dfe15,29
13a12db35fbdaf35,51
13a1833c3409b486,51
13a22bc9823605a3,13
13a799e3be10c53b,70
13abf7657a2f8132,13
13b3a44e1481bea,51
13b506193b9083ad,13
13b9736c296cc70a,29
13bf25bedc08fba2,25
13c03d4c9e5bb97f,52
13c1866b5ea8cfab,13
13c2b369423fb440,51
13c74f3ad8bfc09c,13
13ca9c42a8228a9d,13
13cb183ace0c356d,13
13cfcd38296aa34c,51
13d2147d73fbe02d,25
13d240240cecf3db,13
13d4312a5d429bc4,51
13d64cad05bb8279,51
13d8f53af150c101,13
13ded97c4922f78c,51
13df7cd2844685be,13
13e0dc1e265b16ca,13
13e40a640800b08c,51
13e4541d76afe180,51
13ed0f32ef9d6219,13
13ee1052345709fb,51
13f6631c3064c4f6,51
13f66b6d306316cf,13
13fb90b79552c9a5,13
13fc6e8177442e09,13
13fd30962f0e593d,13
140011bb5d3e079a,13
1406182705920b76,13
1409356df77d8f43,25
140d5dbe9aee0ac2,51
14195b382148536f,58
141c5880ad15a6a5,51
141f30a71e1124c,13
1421287f61358cb0,70
1422ce556b72fc8a,13
14287ff0d44f3170,13
142a8c74ce475212,51
142e9c9a70206605,13
143323168c63e61d,45
143730bb8cec891e,52
143b4533beac22dc,13
143c065ce77c0038,51
143c8978cdc147bc,51
143e1202b4a4afa3,23
143e675118898eda,51
1441aef16921b2e5,13
144a53a7ec593c7e,51
144e30183fc71721,13
144ed4ba5925aaa2,13
145a74c34a6d8e2c,70
145b82a166f1d5e0,51
1462e245827b8d2a,13
1463955cd93b79dd,13
146fd68a493867d7,13
147123e90245074c,51
1472b49a853ebff1,51
14745f6a551c3db8,51
147913959f80d0a6,51
147b21e104ad416a,41
14821977e67a145f,51
14821b9a6696603b,51
14821cf32f41a7e0,70
148326bde32986a9,13
14839c724e6289f5,13
14879c5a28b5de1f,51
148b4449d183b8b,51
14928260395f94c3,51
14940ef36cc43fd6,13
149542fdf382b000,51
1496c74f745b51e9,51
1497437d8ef18e38,13
14983f0ccc8a4207,13
149a3e91c22c9af6,13
149ad13e1bc3844c,51
149b058ea250c8ef,13
149e4d3e076de2,65
14a794bc40be5c63,13
14a8ff2585718c29,13
14aaee26795421e7,51
14ab22b6288141c3,13
14acaab9d118f4f6,13
14aff3f3ebabb953,51
14b35e88bc1d595f,70
14b476ad2c14682,14
14b648cab7b7f7c1,70
14b6697c14a5d51,13
14b9147dc046711a,13
14c39dfb522a692a,51
14c3d3e391fbb468,13
14c61663adc2c686,51
14c78f92b087b4c0,13
14cb195585cdbfaf,13
14cba967359084c,13
14cd211dca6f81b5,13
14d0843bcb3102ba,58
14d213c664a18763,29
14d68fe40b7be02d,51
14dccc5f48f6919f,45
14e2cfb39dc85898,51
14e5af77189e57d0,33
14e659dee3850488,51
14e7726d5afb5c69,51
14e914dd99b2a43d,25
14ea4e152aee5286,13
14ecc980afb3e0e7,32
14eeb3e129ad931,70
14ef9b36a49d86df,51
14f4b44bb8e0a1ef,13
14f564262d4099a9,13
14f7c9e7e7fcd921,13
14f92c97914ff080,51
14f93e4c05403b29,51
14fbfbeee3add8c,13
14fec4915fd332c1,51
1500eaff82b7cb0d,51
150173959b981a3c,13
1505e88331fab28c,13
150a9cf3c2ee25e4,44
150ff2cf3f51b95d,51
1510779abbb283b4,13
1513d83e954bdc2a,56
151a82649def2ddc,13
151abade093f97f2,51
151ae3a197450937,51
151c3b6bd5ab3b6b,51
151c69534f9393c1,13
151d7394573fe161,13
151f891730e881ce,51
152a6bd567e32c2f,13
152bf0f7d5e0bd7f,13
152f12cd36a43d73,13
152fcaa33d637fbd,70
153033445c4ff7c8,55
153306421861a448,23
153498382ac2fe97,13
153822a4aa8e7c03,51
153859df743a2f06,70
153c983758044b17,52
1540aa64355595b3,41
1541706ad4f122af,13
1545e46c68a2ccd5,13
154ba0ad9175a98,51
154be2ec9e1a0f05,13
154c7d168b9e7f96,13
1550bc6e4df48358,13
1551fd1ba5552e10,51
1557a1e5fc08fdc6,51
1559008b79376d62,23
155bca6c81b6ccc1,13
155e69ff67664d95,51
1560abdc5b571a01,51
1570b8f5dfd614b3,13
157208d5649644e8,51
157374985f811b00,33
1576acaedec238fc,13
157712b81958f54d,13
1579276ed255ecb1,29
157a3331018d9a90,13
157e5c17e19e29f0,13
157fd3e46e65d0b6,51
1581143863909827,13
158598a7a892bd17,51
1585b76e45032ebd,51
1585cd49721664f3,51
1586005404584291,13
1586c2c1aaa5dab3,17
158dc88f345c291e,13
1590897754ae9430,13
15953ad88e93d105,13
1595f3e3c8254007,70
1599d3c01fe9fcc0,13
159ac383865ca834,14
159b836672c62916,13
159c1271054037a4,26
15a031d075b44ba7,51
15a27b1e1dfd6a96,13
15a7b3b1c7f49301,13
15a8b67126612e0b,51
15aa1486b71d15e7,51
15abd1cfb76cf002,51
15ae4a1f3e144d81,51
15b0de3f27b5aecb,13
15b2000526cb9a8f,51
15b58dab2310f5a5,51
15be499102aa5502,1
15c033b32eff3a1d,38
15c2baed22fafb89,13
15c475ffbc3337a5,51
15c5e7b8d4be6315,13
15c84df36030fc5c,70
15c8a67b3808eeb6,51
15d50c092846ef08,13
15d6a76176da3f02,51
15d72a4a8c116a94,13
15d83257bed13cd9,25
15d967146bd9437d,51
15de0eef1340dca,51
15defe191f15f73b,25
15e4ad52d02af178,13
15efb1c9061a071c,23
15f0fb2d585fce12,56
15f26591a365771d,13
15f4fa9f09c6d823,51
15f714df779f86c4,13
15fa651a009d5534,25
15fbc20e181e8e01,14
15fcba32ceb13c99,13
15fe2b987dbdc8a4,70
15ffbacb4d4712f7,42
16008f2bbac184e6,51
16017f3d6b5e04eb,51
1603d900dc591a2b,13
16077411f4eeaea2,13
160b6d2dcb9b578e,13
160d58df5773c7b6,45
160f1e99d6208654,13
16103126f43b6e04,51
161488723e63ef37,13
1615ec8c2c09e28e,45
1618f5c8bc528fda,14
161974a7c0c633d6,29
161b5724190b25c4,25
162168c41fbb119f,45
1623fdf2725693b5,51
162558c5e538d887,51
1625d29f42891731,51
1625f17f9f1e1bb6,13
162621286f0cf12f,13
1627be5401cbc157,51
162b7b3207350943,25
162dfa3cb2b0d57a,13
1630668423c589de,13
16306a513f584aca,51
1633d3b9ae34d15,13
1636cbcf2ddb4932,2
1636ceb6e2105645,25
1638ce094c94928,45
1639d780e7ea83c0,60
163b6cf6ba30f53b,51
163d2c0dcfd779ef,13
163f039c4830c5b2,13
1641fd38678e61fc,51
1642c3d1df12f157,45
164b280292708089,51
16531e3706a78e1a,51
165637eb4a4a5f62,13
1656c846bea25938,13
1656dc2cd1f4415,51
1657916568c90d50,70
165a7197067fbf17,51
165d9f0fe6a9b0cb,13
1662f0328173d803,25
1666fef9ac0638ab,13
1667ef69621fa4c0,18
166bfaa9ead22e11,13
1670f07d624d3854,51
1672de03320794ea,13
167350ecce72509e,51
1673c88cec20b4ba,26
16741ec1521abbdd,51
167589218dc0580e,40
1678dfc49f8377e5,13
167de0b90ab0ed95,40
16803edcbfef3be,51
1680f76156d10070,13
1681089686727e6c,29
168246ee5d6fd2cd,58
16853e3fc3cff1bf,13
16865c64568e787,23
1688c782c06856cb,13
168902a7b450c638,51
168b3ef29e87ae33,51
168e01191be940f3,13
168fdf8bb2b325ee,13
1695e66e7a8b27cf,1
1697e212acedb32a,13
1699be37aa5e9705,13
16a10cb1293b2d97,13
16a1bb2d573bedee,13
16a40ac987b8c5d6,13
16a45743d2e22b93,51
16a4b71e96603cd0,29
16a5648c7686800b,51
16a5b86bdd4e474,13
16aabef4616ad481,45
16adc0bd7c29d4e4,51
16ae47735b1a974e,51
16af46768b878ffb,35
16afb9d9bf441246,32
16b2ce018f26952f,51
16bdcf1b6483cf62,13
16bf42d7488976b7,55
16c87b7c32f9d9c4,51
16cadf7d721f72ca,13
16cd5abef6e23ad7,13
16cfef4e7784f84a,51
16d1d576c9abdd15,13
16d51386b866e4ca,13
16d6fde5fd81e9ff,13
16d8db6e93f895ee,13
16db155e0f9b4cec,13
16dd629b91d6a5e1,13
16e430dde65aa437,13
16e88a27ed7bdada,13
16ebd4253253c439,13
16ee29a81db94eb,51
16ef969da8a305c3,51
16f1aee921aea335,70
16f404ebbd5a5143,23
16f54680227e7fac,13
16f5d99d26231db,51
16fa4295f6445c3b,51
16fa6f748b2cb7c8,18
16fb20944236a1d0,13
16fe6c3979bf1ac1,51
16febcdc4f921f22,51
17017ad526d8784b,13
1703636f3498f068,51
1708bd4aebd3c681,13
17091389fde38bca,51
17099bbcb695c205,51
1709ace8e267fd13,51
170dac24d42f5192,60
170fb223f7b16bae,13
1711802bbfa9ecf8,13
1715460f724c919d,13
1716bf154eed0747,25
1717d168cd53281d,32
1718ced4f987e573,51
171c35abd33f1a7e,51
171ea42d53e8ccc0,14
1721c17d60c82a3,51
17221ff3c5a08d9,13
17238f728062336f,51
17262261d80ca0ce,13
17274feff96531c5,13
17275a1da1ddeb2f,45
17294ca4378f403b,51
172e600ea09032ae,51
172e67b118fc52a9,13
17334fde333f4ee0,13
17343797b3094e04,51
17349daca776fea5,13
17354f663fa72336,13
1738d795d3299404,13
17396fd2333a2e93,51
173ee1e46fc54b46,51
17416b8b9176ff83,45
174477c97ddc592c,51
17480b518eeceb2f,51
174977180efc5479,13
174f8da135fa83a7,13
17592863cce92bb5,23
175abb2a2108b498,51
175f0d73922b6ea8,51
175fcccb13edc2dd,51
17601e319593b16a,35
1767509ef8f5765f,13
17710fc894a486ef,51
177598b647055ed,33
17778c4b616fb490,13
1778fe944c5b1b97,13
177b27e707a04fb8,51
177d4d64ebf49263,13
177e93e12c5e46d3,13
178016c7dce5451f,51
1782e9dbcd8df5db,51
17841b6b77577253,13
17870f76769971a4,51
1788cbb4b16a92ef,29
178933431efdc129,13
1789d34116302bcd,13
178a991bea5efc27,13
178e4a2020856ebc,45
179062301fb392e5,33
1790e5cf0d41eaf3,13
17917d0d8459a555,33
1792450ca7dc4d89,51
17935d7d2520ab0c,60
179560fc31903fda,45
1796ac17b92d29a7,29
1797ff7cd7fa026e,13
179987fe246b52ac,13
17a05676e6dae472,51
17a0cce62e5610aa,51
17a4ae0eda8a2ddf,13
17aac714bd9991e7,51
17b2cb58b10bfbe9,51
17bdd7f8ced8fb9b,51
17be8edef5ba89ce,13
17c47455c745776a,51
17c4ce50fd27e978,13
17c6a47f882ab907,14
17c886c6236fc0de,62
17c8f9514237e782,13
17cb76b5f2e42ffe,51
17cbab68101597bf,13
17ce284417e950ed,51
17d5e1c7fc10e525,51
17d6561d39aa2f8f,13
17d6f42dedd57e72,42
17d96a611fb3e778,13
17da230c9809d9c0,70
17da6bbe85f2d50b,51
17df10691558642e,51
17e18f0f2f22f308,49
17e6569f8f7072ea,13
17e7e758d1ef3fbb,46
17ee4c2eba848310,13
17efdd1c631feef,51
17f05b475d5e1997,26
17f0aabb6561de70,51
17f0f611fef612ab,26
17f2f50d99cb1766,58
17f57e41eba74a37,51
17f8ccb3c2d2f16e,13
17f9d73aad66166,25
17fc2ab42d71b74a,13
17fe23fe19c9f5f9,51
1800006e79525f8a,13
1800b28c8ebcd9d5,51
180381579d311540,13
180604dc7128035e,70
180d6c91cd79946a,70
180ef763dfad1fdf,51
180f6c31bf7ad71a,13
180fdf0dd9b18485,13
1812c94d75763a51,51
18130b3f13537c97,25
1815f713403ba739,51
18163358d80cbe1f,58
18173694b8ff0522,14
1817c7e156611b64,13
181822fe5aeeae9,51
18195d4696d06741,51
181966251ff4ec67,13
18197256c64cc877,41
181aa5b5407f3b57,51
181b4e4b3b9e2497,13
181edf4d8d6a64b8,13
1823a31a775f1b51,58
18241552de6ef823,13
18260461fa37ba24,13
182b4cfbf32a97f5,51
182eb5589fc3a627,51
182fe17d8ce444e4,13
182ffb4495245906,51
18318cdeafe13dfd,51
1832c143bd98cfe5,13
18371fd6a32b83c,13
18425efe2a348c6d,13
184adb29b05caceb,51
184c9d2a1b98dca4,25
184d522c21299aff,13
1851abe4239022a8,13
1852f121d9e1bcc0,51
1856add5952cbf31,13
18597ab82c31fab9,25
185c5ebab2e0ae00,45
185c9da66fb503e6,18
185d8a52cae81bb8,13
18753d1d6d56e91b,13
1875d29bd6f1c55e,13
187781813265eb7b,70
18796c0aa351c4e5,13
187f68251659ee0d,29
187fe746f288082d,13
188358488e285fab,40
188746109e30e5f6,51
18886f6ba791cd92,51
188ba5cd859058d0,13
188d2f739345c262,29
189389cf43b1d295,13
1894089b76ba7395,13
189b8d355a1fbf2e,13
18a0ac87332c3c0e,51
18a2bd962fd76085,51
18a3d5a1bee35f67,13
18a4825a9e224790,13
18a70ed4addbabaf,51
18a9cd22c50219c9,13
18abe2bded5d957c,13
18b1b47077b440ae,13
18b46d780bfe97a1,13
18bf192d25bbb5af,13
18c292c31db41a19,13
18c7c60c36dec7d9,51
18c914174ed39f25,13
18c9eadc694a6dfa,51
18cadd1abe62fff0,51
18d01ce84df0eba6,45
18d1afe3006a136,51
18d3d06bd6ddcd42,13
18d43e859128329e,13
18d560f9b7e49adc,13
18dab09d99f4cd5,51
18db10ecb4f7f79d,25
18dc79e056f8d086,13
18de774092cef3b2,55
18df643e27a9141b,13
18dffd2815052206,51
18e209a846bf7a83,70
18e442d39ed5cddd,13
18e533f43412ed80,13
18e69f99488a5d8e,13
18e80daa1a3aeae4,13
18ea4115570d1ea2,70
18eece196e12d429,51
18f012cf88565f1d,51
18f9e5bb4b828918,13
18ff543aa3d0bd7c,51
18ff8efc6803ff00,51
1901d80eda129a60,51
1902243f3365af80,13
1904c0a7be224f56,29
1907e08fdd968115,51
190c0fee21118816,51
190d25cadb19c06b,70
190ea9a79d797c93,70
191033967476a2d0,51
191350a3918d8335,51
1914648bcf329d13,13
191c6f71440c4eea,13
191dcd0747093ac6,51
19201afa9cfa5c1b,51
19233b4be73a8884,51
192411cb1cea5345,60
1924703752a8923c,70
1925ff3a3f6fa39c,58
192ae54ce7752567,51
192af41e36416bfc,13
192ba46a48358dd4,13
192df301a95f15ed,45
1930fbc8b67b2e8,51
19365bc050fac846,13
193c9ec4c167bd8d,23
193ca5288b83f1b9,51
193eb20311be41ab,51
193fc702fdcc0a6a,13
194148552320b100,13
19484157dda44ec8,51
194d6d7651b10514,13
194edddee52476a8,51
194fd6eedcc5f95,51
195042466850e6c0,51
1950d8e39035eae3,51
195353178eb8bcca,51
1954a491e69e41c5,13
1959f4bb40d19a74,13
195c38116248e08e,61
195ff0ab983cb79,51
1960ca613447b54f,13
196907ec15a540a5,13
196aaa851fc31448,25
196cae1d9be5c96,51
196f9e513f68f3cd,13
197193c4f337da1c,51
1971bdbce4ca3bc5,13
19731b3b8084aaf3,13
1977027f34c3c474,51
197aed16b88574d0,51
197b873a7022cfca,51
197bfc706e88ba05,60
197c2cc0875d80cc,51
197f8ebcc5160064,13
198077241b5de39c,29
19861719482beae3,51
19898c2ea77d59ee,13
198fdb2208fe6a7b,15
19936e5d4a692fc0,32
199531aa36688265,13
199a926edd1ec04f,51
199adc783a67b209,51
199d024302c46706,51
199f1d52555ab148,13
19a36dbfd72ce433,13
19a403f564cee0cb,13
19abacff605c21a0,13
19ae09c55b45322f,51
19b6191801de1edb,51
19b7f8da870591f5,13
19c0775805b3fcc6,14
19c0930b5a63f6a8,51
19c2e2467df7d826,45
19c4f0df9242b7d1,25
19d20a975f93cc38,70
19d4ed61d7716444,13
19d782162491e069,13
19d8743a37c29c1b,70
19de9793aa9c5a6d,51
19e03cb46f27f1dd,13
19e4609351ca8d,13
19e56c673c31054e,51
19e94d2af158338a,13
19f4e6282411ec5d,51
19f6731b1f88ab03,51
19fe265059bc3f79,13
19ffca8303166446,51
1a01276d20e4591e,15
1a097fac2f2dffee,70
1a0d0e5283259676,58
1a163bf3f2937430,35
1a184fca41572e6a,13
1a1b818ac3c442d9,28
1a1bdf148afa43c4,51
1a1e777b14d78e2c,51
1a282c97dbaafef3,51
1a2a88cb85c60daa,51
1a2e5accf8ad0bda,70
1a2f4e7cf1553d54,13
1a321bb9d2d575e0,51
1a36c73e2317845b,61
1a371890ebba6d26,13
1a37d1a15bbd0986,29
1a401113c9c081a3,25
1a41d5c7867f974d,14
1a5720fbb40de5a4,13
1a5e9b72edbae942,51
1a613f41de268328,13
1a61e05282943c92,13
1a68b642e2b62512,51
1a6a97eeeac7000f,13
1a71cc26ae3020bf,13
1a7c99f722821de7,29
1a8194af64a3eca5,51
1a81ce3c8b83b1e5,51
1a8288f8557aa4ec,13
1a87eda029016ca3,13
1a8a36f24b274fa7,35
1a8d24576848619c,51
1a9083305ce09afc,13
1a9793e3a4f88072,13
1a9a3101dff790b4,51
1a9d4b433d59d588,13
1a9d9c8da9d92e6,13
1a9e363eeba4cf4b,13
1a9ff530d8abb269,35
1aa146975eceebb9,51
1aa2e653b941af02,51
1aa2fd0c826f6b2e,13
1aa5f7ad17aa25df,13
1aa6ac078600e0f2,51
1aa6e0a105a55816,13
1aa74f8682078efa,29
1aa9764430d72e76,15
1aaa0bf7cb8cac8,13
1aae14d9cea088d7,13
1ab4ab567f05f41d,13
1ab7358afc04f0ac,13
1ab91ea5e6168a23,51
1abf589713cfc5f0,51
1abfe2619c3e14d5,13
1ac961960851a6fe,13
1acea08e465c311f,51
1acf8c04867e136c,29
1acff40890b6033f,13
1ad0d74f273040a1,13
1ad183c15179dee9,41
1ad6dab645221a18,51
1ad95ebebf27b9ae,51
1add15dc02a217dc,70
1ade2ed5dd0a6da8,23
1adff8342387c4f2,13
1ae180f71074aea,13
1ae283e16c19b4ab,51
1ae96cfcb1b6900f,58
1aeb059a6ce59459,13
1aee6d2024c2ec45,45
1af22eb87ea8682e,23
1af41666293da31b,51
1af44c61bd73b851,70
1af63a102f6e2ad0,51
1af9fca501dfe951,25
1afac3799a174683,67
1afb75c93085bc74,51
1afc4e3bbd8d8569,25
1b007b8fec193711,13
1b0177e960d6c3ac,51
1b0b108d83d9ab97,13
1b0da89833b1e112,51
1b0e62c89ecea53d,13
1b10318206dcaed3,33
1b10f2caf044d552,13
1b1255df4cc2969,51
1b1400e5ade18363,13
1b162c14fdc86b91,23
1b1e43f3338b87ac,13
1b1e5ca3f60afef8,13
1b2512b84bd05107,70
1b269cb5fba6301d,13
1b28110315348b2b,14
1b2c27aa9ea91321,13
1b32b7e3ce8939b6,51
1b358dcedae3ff35,13
