,id,attribute_ids
14170,aa613f36d8d5deb8,51
13555,a36cc5a57aa192d3,51
6693,59b547ca57554112,13
17513,cf2ebc8b977382a0,13
13421,a20f514e208c4095,13
14936,b23628497ba0dc16,51
17033,c9a300331aad0ca6,13
14041,a8ecd0013ecf30ed,51
20336,edc3dcd04b6c035c,51
1971,25898241cf13e9b5,13
17621,d0699d2c0d9e5ee0,51
11807,90c6f297a4d0a8d6,51
859,18b46d780bfe97a1,13
187,11ebaed44de29857,13
395,13ed0f32ef9d6219,13
17699,d13a6af2fc001728,33
3764,38bcedc49c3d7f5d,70
18388,d8f4ee81501cfe77,51
16815,c769f9993a32a8fa,25
12869,9c4c3ba4b9149c03,25
1955,255f4c1e564837d3,51
11271,8b054a28fce628d6,13
19081,e03e4063e0f6e589,51
15729,bad6f943538ecd33,13
10781,851f5c9da87ad19e,51
10992,87b1438a3e4297ad,51
14191,aa9281a47489c65a,13
9499,7794dd9098f0c739,13
18886,de567eb277031166,51
21839,fd84786b0a098f03,51
991,1a41d5c7867f974d,14
20531,efbc1443c48203e8,51
21381,f8889bc665d0f7bc,51
21442,f931b527eeee0a3d,51
7031,5d529b680a0b1292,13
4842,44819781fc946449,29
19301,e2e02309f5ebc53a,51
196,12074c9aa2d905b9,2
2954,300ad8fa9e338e84,13
19421,e40bc305eb3484a4,13
20801,f287a3d434d69eaf,58
14939,b2380ef8246dd0a6,51
983,1a2a88cb85c60daa,51
20759,f21d51ba57748c93,13
4535,4176bf62fbe40d2d,13
11857,915643c4cd336af0,13
12617,99b1c81e35ecb53c,51
13007,9dc91ece29746eb2,70
12227,95960baddb43038a,45
14965,b2724a4f5e88b8b7,51
6705,59dee1be2752585f,41
16236,c0646360c24efa65,13
14220,aaf4a2fb4b77b72f,13
12297,9638807aabc727e9,13
3617,3732561d0832b18b,13
6545,57f9e4748973c859,70
4983,461c1d41fe20113c,51
3142,31ccb9d521406ed,70
5515,4c1f1bc0c0ec8000,60
13859,a6cd5645a55c7eaf,51
16574,c475b5d8828f03c5,13
21556,fa590bd1f0765316,51
18593,db3743ebbfc49fd0,1
7872,666116988513a1b,51
9079,7334cc4425315aef,13
6187,53dfc2e3d92a7df6,55
17585,d01b9372e260318c,51
9134,73a74244a1a97d89,13
7183,5f02da731334fd63,35
10290,7fc4e268b4f52d25,64
15179,b4add4f832affdb2,51
4262,3e95bd69e07333e9,13
4682,42fbc8bffa33e656,18
16874,c7f5ee328a5a475d,13
20970,f446ca9609e82811,33
16999,c93bd7f94fd77a46,51
6204,541ec6f855a25842,51
3495,35cd4e1c20eb4a5a,45
8327,6b335365185116bd,51
19133,e0eab598db73047,13
6042,5225ae2f5210a1d3,51
17825,d28a22be99217767,51
13954,a7d7c2a7b1606a56,14
20258,ecf7a0410eb383d8,13
3214,32a2372319538dd7,51
20477,ef06a78c45ae5570,13
5726,4e7656f9fc33836f,45
9366,761d8367cb381a3a,32
20774,f2455cc6a63b18b1,13
8866,70d624c818f16aac,18
2601,2c8d3ce9a5bb1dbe,23
9271,7538c7908f0996ad,51
12436,97dee3de56a3a797,51
8258,6a563db1e5edaba2,13
1994,25c7e4b2f43d32b5,13
3116,318b702933be02d8,51
391,13df7cd2844685be,13
2116,2724c97cab15d48c,13
21460,f9539a3a6dce3dd7,51
6880,5bbb6de1d40a0d3b,45
3144,31d0e971b3d8fb97,13
15385,b71125e962fed444,13
3388,34967af13a651638,14
12280,961c80870e1c7df0,51
20210,ec8e8644a005d4ea,51
13465,a276e73eae638235,51
7422,61d4f0446aa89764,33
1087,1b635962191ff2,45
345,1375f911f28ced7b,13
13846,a6b17f22be583f6d,33
9569,7857be88a90f7379,25
4883,44f899720a1c7e12,51
1252,1d1996ace349392b,45
8515,6d3fcd9aeb9dbf47,51
8984,723523c6f63d3040,13
11574,8e4929f41cabac71,51
16447,c304a7b6a4214f5b,26
4894,4519a8f4aa36ec14,13
18230,d73f3709d01e5334,29
17894,d33f5b9e7badbd06,51
2891,2f804f018076a9a8,13
21549,fa435e181c40dd71,13
21508,f9e9b387844a144b,59
17619,d05f71f124185f60,29
579,15f714df779f86c4,13
11416,8cc94f5915209fdc,51
19012,df7e411de5ae2efc,33
15485,b82cdce827691c26,51
19075,e02af2a2706bbc2a,13
21400,f8ca6c1d552b755d,51
7809,65b0d8a18d0cef0c,51
13827,a68168ebbe811b13,51
12137,949990d92dc76c09,51
2213,28219b5db0dd49fb,25
21640,fb3e3ddd58166b73,13
18621,dba1166c94316926,42
18202,d6e75c36dca9f80a,45
8771,6fe9ff7316445042,13
21247,f758cac7a07525f9,51
18270,d7a7526e44c811f8,23
14635,af13346cf4f5c78b,13
5015,4672a0a9b2546aad,13
17204,cba1393bcb3832ef,13
8628,6e577e3c891432ed,13
19569,e59850d8cb893046,45
2466,2b1f5c81df2cee21,23
2319,29506edd335e5518,13
16475,c35b093c44d0c58f,13
4256,3e8c792c75a56f9b,51
10034,7d0245f4af62648c,13
15850,bc0675112c27fcaa,18
10949,8722a61cfb9fa58b,51
18193,d6d5d00b23a956ac,33
197,1207d754bd632aac,70
1102,1b8ad74adfc7e308,13
268,12b19ae13ea2e4e6,51
20300,ed6432c7a3f2732f,23
2621,2ccad8b4bfcec499,13
12353,96ebe432c98468d3,13
14890,b1a6a065a7a53bda,51
9235,74ed20c0daf1b6da,51
12417,979a2690f65a2cdf,13
16261,c0aeec7f1443a7f1,13
19256,e23e8566efa55e46,51
1845,240e01e966c9ec93,51
16726,c6504f3e9875bc2a,51
18533,da8f838cab077e4c,13
8852,70bf3451cca985a6,29
713,17294ca4378f403b,51
8989,72557adaad797fdb,13
12851,9c26c706ac25c16a,70
13178,9f9806cf4327411a,51
10426,813fba497e1efadf,51
1070,1b3c7d7083bb91e3,13
21020,f4e32cc44f1a1cc9,51
21146,f6351820cbd5f1bd,29
18793,dd66d92cad7344b0,13
12457,982193c4b034feff,45
13680,a4c57a83e87875f3,33
4291,3edc6c070a692512,51
16589,c4a77da18e5a069a,51
18166,d695977ec8c33c1f,51
7561,633d65d0e1e5f492,70
8312,6b0e927daa4536a7,29
16976,c913ab50d6c2041,51
9330,75b59e6104506e61,51
5281,4981aef818021b9a,13
8400,6c03dad703a7e9c5,13
570,15d83257bed13cd9,25
923,1954a491e69e41c5,13
1647,2198b17a262a2eac,29
8391,6bf4acb21015c27b,55
18595,db3be168a50468cf,51
18324,d83430749ba93460,13
21754,fc7d340fa8433175,13
21733,fc58c9797a3e4755,13
5857,4ff76c8cb4fdebab,70
908,192df301a95f15ed,45
1234,1cf10166d7a07fa9,13
19115,e0ba4c10b3196cac,51
15578,b92a6f9e551eb6ee,51
2478,2b308bddcbb50834,13
9378,76397a3ece78fc8b,13
1812,23c5787745c99d07,45
2586,2c72b614aa7cc7e7,51
2320,295934bf528ec921,51
15887,bc80fed5e2887dc7,43
1957,25653aedd249100c,25
19740,e7623021ca3b2b82,33
15831,bbd4ed0699def54f,13
3488,35a5ccde8844775f,13
9124,7393a1c264b38433,51
4900,452e8b53844c09d,51
19701,e6e452ffae795c16,33
12731,9adea4b9171397e2,13
6018,51d08e312d4ba31f,51
2492,2b4d4c072e1c554f,13
10167,7e68225b58e27248,13
14764,b0662b04891750e4,51
13136,9f32cb86b9bbbf8e,13
17038,c9a94de3352cdb3,51
10693,844d7d8744f1a45,51
4329,3f4add588ae42d1f,13
596,161974a7c0c633d6,29
20411,ee72f44c61929c88,41
17460,ce89e77e0a75c0ec,51
129,115a24d07e53976,41
22012,ff318015f347faac,13
8182,695ac323e5413141,51
22052,ff8d0cfcb49a6e36,13
10214,7efb044e02c1e644,13
4073,3c529a2bbb0e595a,25
14303,abd4285debc3ab7b,29
1506,1ff154133d4bdd94,42
13865,a6e2f39c2ce5f733,51
21275,f7b4fe4d718e2bf1,13
2661,2d31c7d939d19400,51
2283,28f4d3963da01892,51
14143,aa06ec4b60dc9d09,51
20908,f38cfd7ceeb8bd33,13
2306,2928cb12874bcf6e,13
3323,33adc97425da4193,51
18610,db7c6058bc91ca54,51
20153,ebf523855795287e,13
6297,54f55b4c547a7abf,58
13425,a214bd840fad0090,44
1475,1f9c1a5ed45767f1,13
11978,92a3e1ce5d813e4f,51
13874,a6f7cdd691bf65d4,13
21973,fecf7ecf6fcd7640,13
7953,671c557f31b60190,13
7005,5d1b4e457a2b2876,13
19213,e1ae3e3d9ab4c673,51
5118,47c191ece5acc0e4,13
484,14f564262d4099a9,13
22082,ffec5791dc172baf,13
20257,ecf6c6a9a1261c73,51
7506,62b3a4af57df1950,13
7135,5e5caa1b1baef9ce,51
20487,ef1ed9790b93902e,13
19,10219d8d2441fd3c,18
15939,bcf9b850005cab21,51
7466,6249ae1e246799d9,25
20752,f1f84666398e9f74,13
16175,bfcc80a7030b4fdd,13
18269,d7a6ccc5928faa54,51
12175,94f7a5d812d39cf3,51
2636,2ceac3b0f8ed173,23
16591,c4b4a8830716b75d,13
20534,efcf6f33cec99fc9,13
5364,4a62c66ffb5304a6,45
4409,400082ff6b082e0b,13
16256,c09b461b10faf1d8,13
7037,5d5d0c8c8a497d10,13
21045,f51aa05609850513,51
20951,f41c51cc71ed9536,13
18344,d86eaca57136c9c2,13
5674,4de8c90477fe90c2,13
10499,81e5866c7ed4d819,45
11924,91fc0a1ba120a261,13
12160,94d1202320a181b3,18
7224,5f6bf559525703f0,14
11852,914af43e443a3db7,58
16642,c539ad79eda06f67,51
12399,97735224b106b3bb,13
3391,34a753dcd129f242,51
6876,5bb570fbe29c0bad,13
18356,d8946d62f78faef9,51
16390,c23d7216543d3f5f,51
4964,45ecf1cc46dccbb3,51
658,16a5648c7686800b,51
7822,65e115a3a63a5498,51
11219,8a4e82e18b83956c,51
3217,32a6419aae182b47,13
11741,9021d52e6e7a3ffd,13
8355,6b87b052e7556877,38
18017,d4b9458d7b8f194f,51
20553,eff81cbff32a68b3,45
1303,1db67678b7daa4af,13
13902,a75963d9e313a166,23
5034,46b6872157d1fcf1,51
13991,a84792f89878518,33
21788,fcd06514a41867dd,51
16607,c4e1cda953ac8fb4,13
19148,e115d4f0b5a8861d,13
2424,2a87aedd2658c478,13
19269,e27629f7384b181d,51
6341,5572271cd6d2e6b9,13
6488,5755884f494e506f,13
7331,608a894bc9da26c8,13
18926,dea8b038a959390a,13
17766,d1f5b6a75280c72f,13
1002,1a8288f8557aa4ec,13
4207,3e03655a5603be80,70
12339,96c5993d6b4df1be,13
19053,dfee8914e950316,51
17624,d074bfed0f89687f,25
11738,901cbc2369a6b70c,51
9540,780cea2a72a40bd1,13
8253,6a46047c888d7f54,25
19641,e641cc2b73f52c69,13
20175,ec2ea28b966a34a1,51
9752,7a3c4d05a816279,51
14018,a8a322a5ca55bb60,26
16225,c04da8481d59bc05,51
7544,6305b8747fe3362,70
9867,7b62518a3c06d62c,51
16199,bff99158b6c7c3f9,13
8631,6e666fd4d5535b3,51
21918,fe44b9879858e152,51
5939,50ebcbcc2be5e080,13
4838,44762f640466fae0,51
20523,ef9ff42a390eb516,25
8300,6ae7727ba9e0cc1d,13
11967,927a674e50382720,51
4612,4259dbaf94f24472,13
12346,96dc5307e1c14410,51
18522,da7537f573a7b978,25
12798,9ba725bff395f29b,51
15398,b729ab13fd74db6d,13
4328,3f4a80f2cf814d70,51
7954,672a89a40384715d,45
12035,935f7385c37f8d65,18
2672,2d5aa1a092970234,51
12664,9a35d3057a12ce1a,13
14072,a93e7716ff17350a,49
7735,64f8ce80e13bd939,51
17257,cc2c6d0d66971b95,14
5028,46a5c6f7f5ec74e6,51
7739,64fe0385c16cfa4c,51
2835,2ec6632899226ec3,29
17752,d1b5690d4378064d,13
11600,8e933546b1e9edc0,13
12537,98f84e077325c941,51
17277,cc9b57217fbf29f3,45
10344,8070b447cc98092f,51
548,159b836672c62916,13
13477,a291ee667cfea52,41
17258,cc31dc45f83f217b,13
21094,f5bd545e51acd2f0,51
1833,23f9f6cc7b39fea2,13
15107,b403aaa257cda4ab,45
9942,7c2cd41a71d10919,13
2873,2f3e8ac71fc138ad,51
15303,b6074571562d149f,51
13665,a4a758f390f36a62,33
9274,75421adf1c12aaba,13
8519,6d45796d527ef951,13
1068,1b32b7e3ce8939b6,51
10868,863fac3d550eb95c,13
11707,8fb51a62f6c03674,29
20664,f10211196292390c,51
13977,a8215856b24a1091,51
2836,2ecc0072d243d24f,13
17037,c9a9401415355106,51
16232,c05b022f8e0f330c,13
20853,f30ac848e0c67b5e,13
3939,3acfe1290f20a389,13
3826,39800ed0288aefad,13
19975,e9e81cf5b0f6ac28,13
14352,ac4a386e62f80107,41
12360,97071f67587fa87c,51
5511,4c1a2abd03e9da62,23
12233,95a2aff496abfe1c,13
6362,55b907d2c779ba47,13
16884,c80f4bf63be3e852,13
9417,76abc620c8108271,13
14512,ade96685fbc661b1,51
8331,6b40bce56e105a32,13
16109,bf04242daa69ed5f,13
13160,9f66a414c63293a1,51
20402,ee5660e88a2b3ab4,13
14235,ab20532b3483b4da,14
10278,7f9e72c5ea6f68fc,13
9147,73d9ddbeaa3b36df,51
21418,f8fcb577b774666a,13
20360,edff6b4d10a6a0f0,13
14346,ac3f3a227761b719,13
21440,f92d68ef35264a61,26
17748,d1ae192cc8b54b22,13
11855,9152583df3022cff,13
20033,ea92e7590d8b8e09,13
19271,e27a73660351ae7d,13
1225,1cc92152ec73d32e,51
8488,6cfd4ad08684d379,51
1674,21f9938604f5085,13
11254,8ac77a69e3bbd66e,13
2551,2bf114dec10c0eb7,13
18030,d4e372f9f56d34fb,51
12918,9ccc80e08f784277,13
18194,d6d6a89c9d87fe75,13
7983,676d00cde55b0bb,51
21580,faa9709a7f7e0e4b,13
3136,31b9407d3b8de5f,13
7903,66b3768e07879f1a,51
16669,c5934a0ebff3c816,51
4695,431fe8d1d09e0e32,13
4623,42707c9d461ea39f,13
21613,fb075a65c6f739c1,1
19120,e0cc92170484ff78,55
149,1192d7b90ffb8d53,51
18588,db22c7d9a94344ff,29
7478,6267a7843d4008dd,13
402,140011bb5d3e079a,13
12425,97b1d1fe794cdf17,51
19564,e58140f8aaccf769,70
6541,57e943ff46394a36,51
1765,23191ee444da3a0d,26
5156,481b6978fbf1ce6a,58
4523,413c9c78ab1d90ff,51
10065,7d6a31a2cbc73c1f,13
10026,7cf3160b8e92e2a9,51
3402,34c1457c1bfd04b6,13
7270,5fec4dcb8fc8b894,51
192,11f8e7e46efcbbb3,61
3603,37023f9a6198b99d,13
4000,3b6961fff3a366d4,51
17612,d053245ad1da485f,58
16708,c617985aa4bd0c6b,13
21345,f84ad33279fd1658,13
3568,3695b81933307bd3,25
5878,502ad9d3ad1442e5,51
21882,fdec1e6b23cb1bdf,13
13249,a051080500096b67,51
13443,a2316bad1341cb85,51
9609,78cca7cf558adcc5,70
6304,5519fe6509bfbd47,29
2589,2c7852fe9090c9d9,13
6167,53aeb05abf1668bb,51
8342,6b5979fa18e337a9,13
9912,7bcfc5ea3dd19da1,51
17835,d2a30e8a07222174,51
2723,2dc80a5a21562994,13
6565,583443f515d6b57f,13
5656,4da50ac402e7ec03,45
2110,27192132343333f1,51
16940,c8a66f9e4b519d1c,45
7747,6518138829843400,51
13663,a49859f0d249e21a,13
4736,438b5043bf4b517f,45
4362,3f83a2e2826a5469,51
3100,316487059026e6ca,13
4915,4558aa6fc0966a4c,13
4672,42e03af4f5637fed,13
3286,3353383b7a0df40a,51
18446,d9ad18636611d8be,13
18153,d672c244b28624c0,51
8791,701bc1e7ed1b2596,14
4404,3fedb59f654fdfae,13
6806,5b0f6851e17988cd,51
15301,b605924d9a24d74a,13
14299,abcab62e1792633,13
14894,b1ad4f3abf584d51,51
1705,224e804af8e29020,51
8057,680647390e62dde2,13
18852,ddf91ab921420ea5,13
12133,9493ea272881091e,70
8349,6b71464f661b137,13
9943,7c2e6d038ae26f2f,51
9117,73842c9f53c9374f,45
9481,775d88e9bf0e4771,13
498,151abade093f97f2,51
9713,79cfef10ee59c1f0,10
13806,a63ae147f461a510,51
238,1272128ef1a6c42b,13
10827,85a2fb2920469f27,70
13100,9ec18b0f7ee06e68,48
4766,43c2372f0f39e262,13
16280,c0e9354eca5b8cbc,13
19532,e529cef3e9b79c50,51
6104,52ea1f18a5085054,45
4204,3df42bfa926e736c,51
14878,b18c34e57588f8b7,51
1988,25c02d5cdcc4e6ba,13
13966,a7f4940de874715a,51
18227,d73317b7cce4ce31,13
10088,7da48e456fc0a78,13
856,18a9cd22c50219c9,13
11074,88c65e4c922b1b0f,13
5024,4694a85e67603c4c,13
20480,ef1769a65a62015c,26
1680,220da7c65ee00284,29
15218,b515c462651cc0f9,70
12943,9d13febc6cc82740,13
3041,30e4e31be3751590,51
19679,e6b6c557dc485fbc,13
11661,8f47f758d5cecfa9,14
9204,747e1846e0714d68,70
12072,93ca1669dbb9a100,51
21588,faccc3d4c9f8aa3e,13
10311,8001ecb2a3a574b7,13
8700,6f4404435c8f3ac9,14
5802,4f60b26148e3e417,51
14755,b03383ae9f0f7109,65
21138,f61cd905b8a9eb19,51
9276,754928250fe2f9d3,13
8018,67b41241a76c15c5,13
21581,faafe86de5d0238a,13
15732,badb31a9a9582e04,51
18860,de0800b1d75a965a,13
18379,d8de4dd121e6cf68,13
17520,cf4b2d22f6477121,51
9716,79d734d7682ee583,13
12501,98769ec4364451f0,13
4855,44a6f7dcb90d18a9,70
21652,fb780a9c6ffc05b4,51
19735,e759a2356f8132b3,70
21903,fe257f6829795ce0,70
17157,cb259a2565f176a8,70
19176,e15829fe9501ee03,58
21526,fa12a5b055f53063,33
5970,5130eff0f4dfbe6c,45
21304,f7f8ad7a1ef77e16,44
15666,ba202d7df54f011,45
15680,ba38de6c2a30b38d,13
12063,93ad6d9bdab629fc,51
15925,bccf510deac1466c,14
16212,c023e62da2121a48,70
17887,d32d728ed3b649d7,13
3181,322daeae2a7746c6,2
4754,43b0f14de6b6701,29
5636,4d624457b94b818a,13
19605,e5ecfce8b85da29d,45
14101,a97c1624189aadd6,51
15235,b548aec08ff1819f,70
8148,6902094e7e9ee407,69
3933,3ab536f55bf4303b,25
13105,9ec9300047bd6a8c,13
14360,ac60764aac25cb06,18
13842,a6a73ac510293754,13
5283,4987e92a9cc91fd7,13
3753,389d1810bd0cf5e7,51
8604,6e16df866388a91d,51
1622,213f5907115b7075,13
20559,f002b534def30cb8,13
19387,e3b26b0c768ec11,51
18717,dc9e531449e91ab3,70
4844,4484e8f82047f370,51
7044,5d683cd5ad3cdd11,51
17094,ca4a8ff19ef1be33,51
19315,e309cf25d2e2a725,51
20858,f30fe79b93a1ecc9,51
15971,bd42c2658987dc25,13
10764,8505fc1b416f9137,13
1620,213db92678650859,13
5450,4b6abf0fd2161abd,51
9931,7bf7fd3982798887,13
1821,23e65f5a12fb0dde,55
17988,d4577313ae6f6426,51
5602,4d12b4e150c9fd43,13
10256,7f62df94128dc23a,13
17601,d03b87445beba294,51
17604,d047770a9906d2e5,13
9574,785cb10db765b067,59
12885,9c7320fd812cc115,51
7530,62e27546e351b416,2
7246,5fa24891beef4df4,13
18851,ddf0a1c3968dfc1b,13
20565,f0117a6179aac458,13
12045,937bafbc67e8d28b,29
5470,4bb66fde7548e6de,51
19298,e2d3ddc6f9a3fef9,51
3791,3926195e0185d65d,13
18295,d7f545d35a234703,51
14426,ad1bf188a7d44334,51
9866,7b60114d9fe69d81,13
1313,1dcdc88c3c8c4502,13
20875,f32ef1fb06b824d4,45
1178,1c57f7c09b964a9d,51
10210,7eea30336d794e0b,13
5372,4a8961877b1bf3b4,41
1850,2426c4149d2ab3bc,51
6675,5977a06b274345da,51
3747,3885fdcfd9929e9f,51
3198,3274c28d72c1756c,51
3814,395ec03e9bded7,51
5081,47450ea6bb8b9ba0,24
3085,3142c6f165634d6a,14
15413,b74c46d75488fec8,51
1899,24b5729bacf1845e,51
21357,f860796f033545fb,51
2397,2a2db666009ac01d,13
6260,5496bf00c54ca1b5,51
6645,593dcfc3911ef862,13
540,1586005404584291,13
10818,858738bbb5cf29bf,45
10038,7d10a39e86811404,51
5136,47ee22b8d24659d6,51
21267,f79ed763d09ee7ec,13
9979,7c953d35ddf2b729,45
9674,797b7bb056fb0ad7,51
7625,63e93a450c1f0262,45
10556,828a3d016b47def9,14
5568,4cc1a15462b38230,25
12579,9951a74b3c932d4a,51
3785,3913dfcec9a39d94,13
15495,b83923a1ceb2f83d,65
11788,9089eb52c1f8e36d,33
13771,a5c927d9c68d1d4b,51
1170,1c447f6494987a3f,51
2436,2ab5466d3924d983,13
8009,67a6fe69403bae5,13
8537,6d79c2ac9e4f5d2b,13
18086,d5a40a2c3c142e3d,33
16443,c2f4dbe5a25850af,13
11177,89c6bde746b69897,51
10373,80a96808745dc98d,13
2293,290d8298c9c6a78,15
6396,5623c36142d28347,29
12499,9875d9db3ce3fe8f,13
78,10e9725d4e2cd9f7,51
14098,a974dffa815a6b27,13
1474,1f998b43974162b,13
156,11a446f897b5b46,51
8624,6e4551ffb94c22e2,51
15482,b8270413300a744e,51
12486,985fe0593a0f6e58,51
8545,6d883c37bd58d2a6,13
9890,7ba399c6b5503d4,69
515,1541706ad4f122af,13
4377,3fa72d4519db8281,13
13134,9f27c51aeef0cc9a,13
7328,607767510175f4ec,13
14843,b1356a4f7ed124e0,51
7573,63597f1c2841a129,33
795,1800006e79525f8a,13
13061,9e52531c4b3bd920,70
20845,f2f65f57148a874f,13
17337,cd3f8ae7e0a16a5e,13
8960,71ff223e591fc5ff,25
19993,ea1c4be87aa55b5c,51
5397,4ace127bd8158ef1,51
441,148b4449d183b8b,51
5162,483516047fee7485,13
8559,6da5783f8a9271a1,13
17099,ca579f70e185bdc5,51
13818,a663e8827ca21d0f,29
13542,a35318bdbec4d2ba,13
21136,f61078bc34793fc8,13
6009,51a819212b05fc87,13
2799,2e7650dd870456fc,29
15039,b33d8b03728b686f,51
10584,82e0a237317ac7a5,51
20736,f1ce0e251b7d1db,33
17994,d46d26f5b0362061,41
12831,9beca5e0eba4f28c,51
7038,5d62bfd804242892,13
5811,4f7cae2281f86c46,13
17092,ca4146e63107d948,13
15316,b63aa45fa4e7d15c,13
17283,cca3808e19562a9e,51
20942,f40a12b9ef47262d,24
13190,9fcaa66a6fb028ce,13
18619,db9aabee4316439f,33
9488,777a119764c523bf,51
13895,a747bfddd5c7e70,51
7861,662c42b0b9d41b05,13
16733,c663cd260d76d620,13
5828,4faadcafa035267a,70
3718,384422f2f874c19a,51
18760,dd02c565cb9cff6d,58
5583,4cde0b7bd6986bc4,51
14673,af5f248310abe635,13
44,10750f487462cb3f,13
18073,d57a63a585dd9bc1,13
13446,a23b1e931edb5ea6,13
7190,5f1b54ffec2af56,13
3192,3257b79740a59779,25
14038,a8df3455228ddd9b,13
6294,54ef9a1f4bf537bb,23
20111,eb7a40dc910c43d6,13
1910,24c9d9ded1f670dc,13
18697,dc60280e817f20b0,51
19460,e48411b58d087ecc,51
7958,672f2aad581f9132,51
2566,2c30c355a3dc255a,51
11402,8cb46c94d87f6fb9,33
1556,2086aa709d362311,13
10113,7dd9d42d92a66989,13
17027,c999fee4984da5f,51
13998,a85b6e8d14d1d946,29
8202,69a610a8351a4d29,13
15452,b7c78da4713dbdd0,13
21955,fe9ed761738ad460,51
758,179987fe246b52ac,13
20437,eea7733a137a5d48,25
6819,5b2a76da731a550,51
21551,fa494446b080244f,13
12735,9aefe132a61e1be3,14
3496,35ce756b2541b6e3,52
1594,20f92fe310e3f206,51
17374,cd93315dc95ddf16,9
4388,3fc49699d6f2f96c,13
10288,7fbacde0661455f1,48
15064,b386535f6707f32d,13
21424,f913e542e6962d23,13
235,126be96592f92bfc,13
8369,6bb636d0613a0b1d,13
12182,9508ce44a0f3ea94,13
8544,6d8834ef5d9998f,51
3807,394b6b96c89ffc6a,13
3585,36c80bcbba421829,13
3201,327a5a23d5b6d3b,13
9477,774c0a7d25698cb2,13
19915,e92c3d949e415f06,13
1896,24aed7325a3a8f23,51
12726,9ad8fa936737fa9d,13
13183,9fa6bdd42130cd89,51
2421,2a823047afad5eb6,33
7296,6024a4aedcd38149,13
9636,791f1ea5d5efb504,51
9655,7942806d3ee9ccb2,13
9043,72e39e7643f006c9,51
9779,7a7fe35650f701a0,60
9628,78ff4a60dd4fe0b4,14
14885,b19cf6be0ccf707a,51
21268,f7a1869f69194e7b,51
255,1295ce178d24e5ff,45
8736,6f946b0d1c08fd96,58
3887,3a4315e2f84e1026,51
9928,7bf0553d5f04f2c2,51
13383,a1aa9f5492e4737a,13
7668,64435eeaf65d471f,13
428,1463955cd93b79dd,13
11720,8fd747e3bb6acce8,58
4193,3de06032aa7eaa7f,13
1677,22062293a78710b5,14
6954,5c9125f702d705a,13
17085,ca2d745aabec14ba,51
21624,fb194d470fd5c10f,51
263,12a26e43e704994b,13
16222,c0425dfad2cc97f3,51
6815,5b231188dd9e0e21,13
21340,f845ffc17df3b4a3,45
3021,30ad1aafdfd8ff80,13
17146,cafa2afc945fd040,25
7913,66c54af51f85bb9a,51
11668,8f53ae4b5b82a9ee,51
20491,ef36353f6200047a,13
4222,3e43f04b091ba5ab,51
4691,4313e07c941b403a,51
162,11ab6021b4316ea1,70
3856,39ed59bb00fb8f04,13
1431,1f1d917f894450d4,13
11842,9133f9cc489c409a,13
16520,c3cce64c4a505093,51
